attack_chain,uuid,process_name,timestamp,label
trace_3.2_fail, F9F5EF83-1B9B-B5EB-586F-27A398D6BCFA, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 30B2651D-3717-2C34-309E-8DCD4CDCF859, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, FD2C6ACC-5331-4C6F-2000-BC7B3AE0B9CB, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, C3DED783-5B72-1E4C-9911-001BDF97D56C, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 2C7CCADA-5E43-CD6F-177C-91E1CFC24220, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 79A137D3-12BE-3A52-F31C-F0BD20ADE70D, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, CEE64D6B-D9BC-195D-1CC4-B276DE504860, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 8BC92790-3408-29F3-90B3-3CF9C339CC74, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 9477CDF8-8939-FE78-7196-C3ECCEFD81AA, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, C7722289-E620-4B9B-E15B-1BA6232FA520, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 197F8AFA-9D29-127B-07CE-611E07F44C93, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, C8E6991F-DCAF-1A62-9F88-2A21EAAA8DA7, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, EF234BA6-E8C3-F236-C6CD-A848BCA42D90, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 4B7149AC-42D0-3C5F-82CE-A4D30EBB278B, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, EB810455-B0F0-E61C-E46A-50244A7E529B, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, BEC27E79-B629-F6EB-18D5-C3B5D9BE2128, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, C178E80D-794B-B429-15C0-FF084DA0EB69, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 8D0596FD-E507-8B9C-2FE0-7D375FA11A01, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, F6A1126C-6D16-17C1-B1EE-9DBB850094C6, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 4B039E44-C5B0-E60B-27DF-05E293FFD792, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 3597CB72-BF25-A034-C0B9-7B2FD4F0D38F, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, EC6E87F8-1D8E-B0A2-BE89-71216B7B3732, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 3BA6C289-26FA-35FC-87B4-37C70ABA4682, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 4A9DABA0-3F92-7938-4794-E7199C58F071, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E42DA9FE-07DA-C461-E3D6-305EFCFDB354, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 41DFAB9E-65D2-36CD-D8A0-B4C6388293C2, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, FE0288C2-8434-96CB-1430-5F201C7659C8, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E52AACB5-79D6-86F3-83B2-B6B8A257F2CE, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 3FB44E8D-38AD-9192-D96F-419B1618A792, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 21A40983-8FCE-F80F-86AC-EB3395AAE57A, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E9B2A161-A40E-B8DF-E305-150D7644C36D, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 120654E8-296F-F32A-856B-B53E6175B11B, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, ECEFBED2-5AAE-586B-0319-1C2134D18A16, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E02A5F0B-0C93-197D-58DB-7244183DC7F7, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, FF77DD20-FBFA-00C9-A77F-D1F2BA6EF4D1, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, A13262B6-8570-C568-51DB-7F08CCA85483, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 29EC0C30-13BE-86FF-939E-55DF9D1A7E1A, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, B871DABE-9357-375A-EB19-5071055FE3D3, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 504E7F07-5837-07D3-0159-F1119E9CC554, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 78C10F34-7875-751F-0598-C9A91BAC4052, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 3BAD7676-040A-AC97-E427-91DE861463D9, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 7A2ADF16-C108-3A1E-6EA6-A00AAD7D7378, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E027DFB4-6265-C7B0-B462-B657D1D5FAA5, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 869FAFFE-25A4-0F8F-EE93-158D598AF893, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 9FA72C1D-2AE0-A235-12AE-ED4D8E21D01D, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, F4B5D6AA-98D1-5059-00D1-5A58EF7A13C1, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 9C2D25ED-079C-0446-F171-AF1415264C9F, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 00E3A79C-0C45-9178-AF7E-76F28553D418, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, EB5488CB-A5AA-1F26-8FD0-3972F0A63F58, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 37921EA5-DF94-28AA-930B-338912BF52E4, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 15AE5731-B998-3079-0403-EFAFE441924B, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 6C970ED7-1D95-8BA0-AE7D-C1779416338C, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, EF8305B4-23B0-AD74-5C4B-08AF7B741FF3, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 2ABE3F5B-4CC7-4F64-E15E-6A3BBEEFD947, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 4ABE4BD2-5DCD-263B-220B-E318184635E8, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 939382BB-1CAF-A0FC-3261-252038071000, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 42C2568C-3BB1-ED5F-DCA9-5EF7BC88656D, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 93B026AD-95CF-9305-BF16-E484C155F007, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 5204AE3A-682C-16BF-55B8-9E113F5E9E92, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 2A11B20B-53D3-13A5-07B9-05AABA2C9733, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, C14F4201-637F-D38C-8D4F-9E55E8246ECD, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 9FE41CAD-0BFF-2D6D-216D-6C19CCD86202, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 87FC7A73-2029-00E1-B207-AE9B3C18DAE0, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 977A1DAF-C636-D05F-46D7-8A9679B3F528, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E961CA52-3830-4567-292B-CCEE711171C6, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 25B52AD8-96A5-31E9-7A20-3E3B8255038E, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 1C3AA6B8-3B33-EB2E-FAF7-9ED6CDFF6A3C, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, F29119FF-620C-56A0-83A3-3DF0D07E37B7, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, C5D31389-3E9C-A99A-B622-BAC40BF2B3C2, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 52132422-1EF0-FCA1-2056-BC9FB96A0565, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, BA7D9086-C5BD-34D6-D78E-969D76BD21FB, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E3E856E2-3134-F0AE-A474-D8F58309C5FB, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, DF9A4104-16CF-D994-833C-76652E1EE1DD, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, FED68F66-C949-ADFA-FAD2-8E99E78D4283, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 21F84318-EBD8-021E-CEA4-38EDB7AE4C86, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 16DA2C05-F603-58B0-3AB8-077863CE447D, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, C982FF52-A44C-77FD-E25A-646803401A24, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E85FB035-A839-B045-01FB-5B708080B233, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 9E3AD090-1603-4E1A-245A-5813611FD4F6, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 9CB42ECB-D6BE-0139-ED90-53BE2E8C8B71, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, C842CBD3-7777-CDED-C8C1-DA065E5CABA1, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, C4B4984E-3AF1-4A65-B1BD-CA52A4FE5C42, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 4B175E06-AEA9-8A74-42A2-C189802ED877, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 1C187B74-C0B9-2C03-3F74-A9727678789A, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 0436029E-4956-3823-1935-EAD982D24B97, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, EF494DE0-2466-FB1F-C3D5-7731E64C193E, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 3247BA77-41A2-990F-320A-88497BE06232, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, F361EE12-D898-CFA3-356C-6998D171C253, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, EA0D8F94-F224-A04F-56A9-2D7FAF761BB0, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 4243627A-EFBF-1D60-E952-77518B11CCC6, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, F2A9CF48-7BAE-AA91-BF87-7FBC6A0FA655, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, D405751D-E932-EFCC-53C3-24B6CCA54396, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 1D3C4DA0-520C-7E50-E478-BC89AB4898AF, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, F8D117B8-746C-C3D0-EDD4-4B718770B751, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, C5C5D67C-92E2-8545-A8BC-F9E11AB82DA7, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 7A87A16A-CC54-50BE-727F-49F1E8544AFA, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 4EE09572-DB70-E32B-21AF-C5432DD4B5C5, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, B4B3DA47-EA81-2EA9-EC28-AAF12AA2CE06, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 8E400629-2FBF-EEDD-2FF7-C778F5288F01, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, BBECFAC9-B185-813D-06D3-717ABEE10A9E, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 8AAA02DF-C2E4-50B0-2B0A-448273600B8A, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, B91E75F1-C464-261F-7006-D0A314570EEA, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, A88019CD-5F62-4E6B-F58F-305D3DC1042E, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E35CB613-A509-15A7-F374-853A83732902, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, EC9933EA-CD1E-6587-51B0-44ABDBF3BA24, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 310111D7-1CFE-8DA5-6F69-6ED7F4D16AEB, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 5F0BF176-FE1A-8C97-8B04-7535DD385AB1, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, A19EB158-D9E2-0FCE-4733-7118F7FDDD95, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 775B6764-AC39-85B1-2D38-0E53677BD816, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, F5651749-6E36-B498-44E8-66258224B6B5, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 146A5F64-4164-7166-0A1B-AA3AACD525A2, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, FF296789-E77F-1B4D-8EDA-6BF9C1270F1A, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 0E31ECE7-0591-70DA-E885-F1F9F86D368A, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 21ACABB3-B874-E5D9-E2BC-464DC6804255, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E20F6146-AFC8-7568-F480-72DB0148D062, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 5F2965F8-FC49-CD56-4F8A-F04F037E1914, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 2BCFE3EF-5742-F6B0-510F-6161341E2265, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 9D5F86D1-320D-8086-D1D3-A1A3E93E9C70, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 57452367-7F2C-FFEC-DA99-210732C54073, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 7FE2FF7C-8DF7-466F-7B8D-59AD73F0879C, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E90431AD-D0D3-1845-489C-2FAD23C9C07E, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, DEAE3875-0A4C-7AA9-5A06-FF4C950AD4CF, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, AE8AD549-246B-B0C2-D282-2C86A0FC4AAB, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 76B9CEE8-AF4F-E9AE-3B82-C45634336A99, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 47F73697-A594-C8E8-E596-DD688BAA83FB, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, D122112A-1145-DCED-C68D-1867B53EAAB7, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 9EDD87FD-D89D-191F-5B75-622FE038FE32, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, FCDF685B-C9BF-EA7F-66CC-DFEAF390B80D, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 333ADFBD-2508-B1DC-A69E-96BE99591010, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 4772ABB6-E297-DAC5-7CE9-3F8EBC40AD61, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 98483591-4CFB-9E07-21F3-3A8BD5EB22D8, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 9D190DB9-D7ED-C34C-DD74-F5503441DD3D, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, C58E3479-31EF-62A5-C635-ADCF50B69370, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 53090D4A-75F2-3DA4-DAA8-CB34FC01DB58, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, A2043E82-0F44-A1AF-1F45-B222A2DAABAE, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 3745963D-44C8-2186-CEFB-C7F101F48DD6, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 30BDFBAA-A976-079E-88C8-69117A4E1C57, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 109D8553-F039-2A8C-B094-EE8B8BD73AB0, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 4A2A24FE-E18B-FB7A-D55A-1A811D7E849D, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 0136A576-004C-9D9B-9821-F37B54797E26, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 6CE0E11D-150F-4A21-4FC3-6D54CF034BCB, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E6CE3348-12DF-17B8-4F3C-50E63DB65FA3, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, CE624E9A-013A-B200-A90F-1606413C23CF, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 49FE92D5-A12F-317C-9E6D-C903B164FF42, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 42514A18-05C0-550F-8E8C-E815BE1D4947, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 2B1529D3-8C66-B00E-D1CD-618AF29297A4, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, DBC6EC66-BB2C-17DD-E6AE-072685B3179C, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E04BB603-27FF-E060-6DD5-69C67FA9ED59, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, AFB06A2D-1BBB-2597-B8AC-A515059DA76D, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 532B060B-0CB9-3049-0356-DC30903CA358, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 53F80B79-637F-6C3A-AC76-8553F0A6D99D, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 82D57977-B4B3-B245-2958-B497317AFCB0, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, EF3DEDEE-B069-9B1F-431E-D85B1573C56F, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 50487F5F-A47D-CD4B-B01D-77A1892BE732, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 332C487C-13CD-E76D-36BE-638CA35DA8A3, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E5420244-EF53-3884-36EC-B1BFAE5005DC, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, B06ADA9D-84A8-9376-B619-CA68952E7C09, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 9F41D3E2-B31B-C07E-08ED-FC3EE84FEF2C, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 8F323AB6-6E74-FBD0-2FA9-2BE6FF9355B9, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 5118EB2C-1A1B-C466-693D-4D95BFA8E590, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 60403600-7B5F-6FDF-F863-5D89B140898A, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E841F630-7ED0-C577-1FB1-7D4C7B42B744, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 9E5916CD-646D-2F06-0839-9AF9BE8387C6, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 5795F50A-03E4-770D-900B-7D56598EA8A6, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 35E4F185-E355-6061-8146-3A234811F29C, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 4FB7E371-DE55-40FB-D580-99E18CC583B6, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 2E4DC75E-3E1E-A37F-958A-25F881C89CF9, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 03DB164B-34DF-A64E-29F1-9F073FBEBB9B, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, 3410E17C-0336-3D00-01FD-A904C5A9E3F5, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, D8CAB406-2DC9-79E2-2517-2F25A2C46F22, firefox, 2018-04-10 09:41:23, contaminated
trace_3.2_fail, E66557AF-A422-5C27-EE16-8F87C9D21C4E, firefox, 2018-04-10 09:41:23, contaminated
